"","occurrence_no","early_interval","late_interval","max_ma","max_ma_error","max_ma_method","min_ma","min_ma_error","min_ma_method","direct_ma_value","direct_ma_error","direct_ma_method","formation","member","spatial_resolution","collection_dates","research_group","ref_author","ref_pubyr"
"94391",803684,"Early Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Osoushinai","","parautochthonous","Sep 2000","vertebrate","Murakami et al. 2008",2008
"94489",803892,"Coniacian","Santonian",89.8,NA,"",83.6,NA,"",NA,NA,"","Bad Heart","","","","marine invertebrate","McLearn 1926",1926
"94537",803955,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Second White Speckled Shale","","","","marine invertebrate","Stelck and Wall 1955",1955
"94652",804125,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Christopher","","","","marine invertebrate","Jeletzky 1980",1980
"94681",804160,"Early Albian","Middle Albian",113.2,NA,"",106.3,NA,"",NA,NA,"","Hulcross","","","","marine invertebrate","Jeletzky 1980",1980
"94683",804164,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Lepine","","","","marine invertebrate","Jeletzky 1980",1980
"94720",804201,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Boulder Creek","","","","marine invertebrate","Jeletzky 1980",1980
"94796",804302,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Skidgate","","","","marine invertebrate","Haggart 1986",1986
"94802",804308,"Turonian","Coniacian",93.9,NA,"",85.7,NA,"",NA,NA,"","Honna","","","","marine invertebrate","Haggart 1986",1986
"94892",804468,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Iles","","","","marine invertebrate","Reeside 1955",1955
"95054",804678,"Ypresian","Lutetian",56,NA,"",41.03,NA,"",NA,NA,"","Chambi","","","","vertebrate","Court and Hartenberger 1992",1992
"95224",805101,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Riacheulo","Maruim","","","marine invertebrate","Maury 1936",1936
"95245",805132,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Riachuelo","","","","marine invertebrate","Maury 1936",1936
"95256",805216,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Agua Nueva","","","","marine invertebrate","Ifrim and Stinnesbeck 2007",2007
"95299",805422,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Machiques","","","","marine invertebrate","Renz 1982",1982
"95367",805520,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Valle Grande","","","","marine invertebrate","Renz 1982",1982
"95390",805543,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","García","","","","marine invertebrate","Renz 1982",1982
"95429",805618,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Lisure","","","","marine invertebrate","Renz 1982",1982
"95431",805631,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Chimana","","","","marine invertebrate","Renz 1982",1982
"95448",805668,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","La Puya","","","","marine invertebrate","Renz 1982",1982
"95492",805959,"Middle Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Carlile Shale","","","","marine invertebrate","Cobban 1983",1983
"95495",805962,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Colerain","","","","marine invertebrate","Cobban 1983",1983
"95496",805963,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Graneros Shale","","","","marine invertebrate","Cobban 1983",1983
"95520",805990,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Windrow","","","","marine invertebrate","Cobban 1983",1983
"95532",806010,"Early Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Marias River Shale","Kevin","","","marine invertebrate","Cobban 1983",1983
"95594",806377,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Gramame","","","","marine invertebrate","Maury 1930",1930
"95630",806417,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","San Fernando","Plaisance Conglomerate","","1936","marine invertebrate","Renz 1982",1982
"95702",806531,"Coniacian","Santonian",89.8,NA,"",83.6,NA,"",NA,NA,"","Estiva","","","","marine invertebrate","Maury 1930",1930
"95707",806536,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Algodões","","","","marine invertebrate","Maury 1930",1930
"95758",806639,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Celendín","","","","marine invertebrate","Benavides-Caceres 1956",1956
"95767",806651,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Mujarún","Culebra","","","marine invertebrate","Benavides-Caceres 1956",1956
"95793",806699,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Coñor","","","","marine invertebrate","Benavides-Caceres 1956",1956
"95795",806702,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Romirón","","","","marine invertebrate","Benavides-Caceres 1956",1956
"95809",806728,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Crisnejas","","","","marine invertebrate","Kennedy and Klinger 2008",2008
"95861",807187,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Georgetown","","","","marine invertebrate","Böse 1928",1928
"95865",807191,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Del Rio Clay","","","","marine invertebrate","Böse 1928",1928
"95894",807221,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Buda Limestone","","","","marine invertebrate","Böse 1928",1928
"95901",807232,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Taylor Marl","","","","marine invertebrate","Böse 1928",1928
"95924",807288,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Clansayes","","","","marine invertebrate","Böse and Cavins 1927",1927
"96000",807385,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Barranquitas-Cayey","","","","marine invertebrate","Imlay 1944",1944
"96429",808539,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Salina","","","","marine invertebrate","Olsson 1928",1928
"96431",808541,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Restin","","","","marine invertebrate","Olsson 1928",1928
"96438",808548,"Early Eocene","",56,NA,"",48.07,NA,"",NA,NA,"","Negritos","","","","marine invertebrate","Olsson 1928",1928
"96440",808551,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Parinas","","","","marine invertebrate","Olsson 1928",1928
"96444",808555,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Terebratula","","","","marine invertebrate","Olsson 1928",1928
"96803",809158,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Austin Chalk","","","","marine invertebrate","Reeside 1932",1932
"96903",809268,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Pepper Shale","","","","marine invertebrate","Kennedy and Cobban 1993",1993
"96912",809477,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Pine Island Shale","","","","marine invertebrate","Imlay 1945",1945
"96924",809490,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Dierks Limestone","","","1943","marine invertebrate","Imlay 1945",1945
"97001",809587,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Aurora Limestone","","","1953","marine invertebrate","Kellum 1956",1956
"97108",809744,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Cuesta del Cura","","","1951","marine invertebrate","Kellum and Mintz 1962",1962
"97109",809745,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Indidura","","","1951","marine invertebrate","Kellum and Mintz 1962",1962
"97117",809805,"Turonian","Coniacian",93.9,NA,"",85.7,NA,"",NA,NA,"","Chonta","","","","marine invertebrate","Kummel 1948",1948
"97211",810066,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Molly Gibson","","","","marine invertebrate","Young 1979",1979
"97343",810203,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Del Rio","","","","marine invertebrate","Young 1979",1979
"97367",810372,"Middle Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Fite Ranch Sandstone","","","1980","marine invertebrate","Hook et al. 1983",1983
"97371",810377,"Middle Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Tres Hermanos","Fite Ranch Sandstone","","1976; 1980","marine invertebrate","Cobban and Hook 1980",1980
"97448",810686,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Bahloul","","","","marine invertebrate","Chancellor et al. 1994",1994
"97450",810688,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Kef","","","","marine invertebrate","Chancellor et al. 1994",1994
"97638",811955,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Blackstone","Vimy","","","marine invertebrate","Stott 1963",1963
"97738",813541,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Agwu Shale","","","","marine invertebrate","Zaborski 1990",1990
"97746",813663,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","La Péna","","","","marine invertebrate","Cantu-Chapa 1962",1962
"97781",814348,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Devils Racecourse","Copper Limestone","","","marine invertebrate,micropaleontology","Löser et al. 2009",2009
"97782",814520,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Quimbriz","","","","marine invertebrate","Caster 1938",1938
"97789",814527,"Eocene","",56,NA,"",33.9,NA,"",NA,NA,"","Quifangondo","","","","marine invertebrate","Caster 1938",1938
"98071",817343,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Sabinetown Bluff","","","","GCP,marine invertebrate","Sessa et al. 2012",2012
"98371",820233,"Danian","",66,NA,"",61.66,NA,"",NA,NA,"","Cannonball","","","1961","marine invertebrate","Feldmann and Holland 1971",1971
"98421",822158,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Saratoga","","","1961","marine invertebrate","Shaw 1967",1967
"98423",822180,"Early Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Brownstown","","","1961","marine invertebrate","Shaw 1967",1967
"98424",822285,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Bilá","","","","marine invertebrate","Zitt et al. 2006",2006
"98439",822313,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Peruc-Korycany","Korycany","","","marine invertebrate","Zitt et al. 2006",2006
"98471",822799,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Bridgeboro Limestone","","parautochthonous","","marine invertebrate","Manker and Carter 1987",1987
"98497",823364,"Early Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Belfast Mudstone","","","","marine invertebrate","Stilwell and Gallagher 2009",2009
"98509",823553,"Late Albian","Early Cenomanian",106.3,NA,"",93.9,NA,"",NA,NA,"","Beauvoir","","","","marine invertebrate","Olivero and Malumían 2008",2008
"98513",823558,"Turonian","Coniacian",93.9,NA,"",85.7,NA,"",NA,NA,"","Buen Suceso","","","","marine invertebrate","Olivero and Malumían 2008",2008
"98719",827064,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Calcare di Scagliera","","","","marine invertebrate","Smith 1973",1973
"99030",828497,"Hauterivian","Barremian",132.6,NA,"",121.4,NA,"",NA,NA,"","Hijochi","","","","marine invertebrate","Kase 1984",1984
"99035",828520,"Hauterivian","Barremian",132.6,NA,"",121.4,NA,"",NA,NA,"","Yokonuma","","","","marine invertebrate","Kase 1984",1984
"99040",828639,"Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Kimigahama","","","","marine invertebrate","Kase 1984",1984
"99066",828883,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Corral de Enmedio","","","1990–1992","vertebrate","Lucas et al. 1995",1995
"99072",829497,"Late Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Hortezuelos","","","","marine invertebrate","Gil et al. 2009",2009
"99079",829788,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Söhlde","","","","marine invertebrate","Wiese et al. 2009",2009
"99113",832475,"Early Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Río Belgrano","","","","vertebrate","Kellner et al. 2003",2003
"99114",832480,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Lohan Cura","Cullín Grande","","1997-2004","vertebrate","Martinelli et al. 2007",2007
"99133",832771,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Pudovkino","","parautochthonous","","vertebrate","Averianov et al. 2005",2005
"99136",833166,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Barnwell Sand","","","1907","marine invertebrate","Cooke 1936",1936
"99184",833252,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Cevicos","","","","marine invertebrate","Vokes and Vokes 1968",1968
"99185",833261,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Ciboa Marl","","","","marine invertebrate","Vokes and Vokes 1968",1968
"99186",833271,"Late Paleocene","",59.24,NA,"",56,NA,"",NA,NA,"","Black Mingo","","","","marine invertebrate","Cooke 1936",1936
"99215",833325,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","McBean","","","1916","marine invertebrate","Cooke 1936",1936
"99379",833979,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Wautubbee","","","","GCP,marine invertebrate","Gertman 1969",1969
"99384",833996,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Silverdale","","","","GCP,marine invertebrate","Gertman 1969",1969
"99386",834062,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Mint Springs","","","","GCP,marine invertebrate","Gertman 1969",1969
"99387",834063,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Byram Marl","","","","GCP,marine invertebrate","Gertman 1969",1969
"99407",834272,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Kamiji","","","","marine invertebrate","Iba 2009",2009
"99418",834651,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Meson","","","","marine invertebrate","Vokes 1972",1972
"99425",835673,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Los Hidalgos","","","","marine invertebrate","Vokes 1983",1983
"99503",837918,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Panama","","","","marine invertebrate","Woodring 1982",1982
"99511",841856,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Cipero Marl","","","","marine invertebrate","Stainforth 1948",1948
"99519",841864,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Morne Diablo Limestone","","","","marine invertebrate","Stainforth 1948",1948
"99526",842207,"Late Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Tesin-Hradiste","","","","marine invertebrate","Vasicek and Skupien 2002",2002
"99531",842610,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Marnes de Foncouverte","","","","marine invertebrate","Doncieux 1911",1911
"99577",843443,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","San Sebastian","","","","marine invertebrate","Woodring 1959",1959
"99582",843450,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Santiago","","","","marine invertebrate","Woodring 1957",1957
"99584",843452,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Tabera","","","","marine invertebrate","Woodring 1959",1959
"99597",843658,"Eocene","",56,NA,"",33.9,NA,"",NA,NA,"","Carnoas Shale","","","1914","marine invertebrate","Hanna and Israelsky 1925",1925
"99613",845218,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Gosport","","","","micropaleontology","Blake 1950",1950
"99737",851460,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Marnes de Gan","","","","marine invertebrate","Merle 2000",2000
"99741",852024,"Early Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Logbadjeck","","","","marine invertebrate,vertebrate","Ntamak-Nida et al. 2006",2006
"99950",863890,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Alzey","","","","vertebrate","Schindler et al. 2009",2009
"100040",869652,"Late Berriasian","",139.1,NA,"",137.05,NA,"",NA,NA,"","Durlston","Stair Hole","autochthonous","1936-1939","vertebrate","Wright et al. 1997",1997
"100048",869755,"Middle Eocene","",48.07,NA,"",37.71,NA,"",NA,NA,"","Richmond","","","","marine invertebrate","Woodring 1959",1959
"100055",871868,"Early Cretaceous","",143.1,NA,"",100.5,NA,"",NA,NA,"","Gokwe","Calcareous","","1966","vertebrate","Bond and Bromley 1970",1970
"100065",872491,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Sînpetru","","","1901–1902","vertebrate","Nopcsa 1923",1923
"100211",880100,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Daba'a","","","","marine invertebrate,vertebrate","van Vliet and el Khair 2010",2010
"100212",880114,"Late Cretaceous","",100.5,NA,"",66,NA,"",NA,NA,"","Honglishan","","","","vertebrate","Shen and Mateer 1992",1992
"100213",880490,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Yuruma","","","","marine invertebrate","Bürgl 1960",1960
"100268",882792,"Late Albian","Early Cenomanian",106.3,0.59,"Ar/Ar",93.9,0.7,"Ar/Ar",NA,NA,"","Thermopolis Shale","Shell Creek","parautochthonous","1993","vertebrate","Druckenmiller 2002",2002
"100287",884114,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Yoncali","","","","marine invertebrate","Okan and Hosgor 2009",2009
"100315",884672,"Early Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Temazcal Limestone","","","","marine invertebrate","Pons et al. 2010",2010
"100747",886969,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Tuna Canyon","","","1983","marine invertebrate","Groves and Alderson 2008",2008
"101054",887282,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Upper Lisbon","Archusa Marl","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"101135",887370,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Ambarimaninga","","","","marine invertebrate","Besairie and Collignon 1972",1972
"101444",887800,"Bartonian","Rupelian",41.03,NA,"",27.3,NA,"",NA,NA,"","Moodys Branch or Red Bluff","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"101578",887975,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Yazoo or Moodys Branch","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"101739",888138,"Ypresian","Bartonian",56,NA,"",37.71,NA,"",NA,NA,"","Hatchetigbee Bluff or Gosport Sand","Bashi (Hatchetigbee Bluff only)","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"103016",890173,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","La Cabaña","","parautochthonous","","vertebrate","Vullo et al. 2009",2009
"103109",890391,"Selandian","Thanetian",61.66,NA,"",56,NA,"",NA,NA,"","Nanafalia or Tuscahoma","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"103253",890895,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Barnwell","","","","GCP,marine invertebrate","Palmer and Brann 1966",1966
"103401",891269,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Tivola","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"103800",891685,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Queen City","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"103854",891742,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Pendleton Ferry","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"104072",891990,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Jandaíra","","","","marine invertebrate","de Castro Manso 2006",2006
"104377",892420,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Cane River","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"104378",892421,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Avon Park Limestone","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"104483",892664,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Marthaville","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"104490",892681,"Danian","Selandian",66,NA,"",59.24,NA,"",NA,NA,"","Halls Summit","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"104503",892694,"Selandian","Thanetian",61.66,NA,"",56,NA,"",NA,NA,"","Nanafalia or Pendleton Ferry","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"105068",893469,"Bartonian","Priabonian",41.03,NA,"",33.9,NA,"",NA,NA,"","Moodys Branch or Yazoo","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"105074",893475,"Bartonian","Priabonian",41.03,NA,"",33.9,NA,"",NA,NA,"","White Bluff","","","","GCP,marine invertebrate","Palmer and Brann 1966",1966
"105158",893633,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Trent","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"105249",893725,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Castle Hayne and Santee Limestone","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
"105438",893950,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Cooper marl","","","","GCP,marine invertebrate","Palmer and Brann 1965",1965
